offset	rva	va	text
0x005F0598	0x5f1398	0x105f1398	"_-;\-* #,##0.00\ "
0x005F05C0	0x5f13c0	0x105f13c0	"_-;_-* "-"??\ "
0x005F05E2	0x5f13e2	0x105f13e2	"_-;_-@_-
0x005F05F8	0x5f13f8	0x105f13f8	_-* #,##0\ "
0x005F0612	0x5f1412	0x105f1412	"_-;\-* #,##0\ "
0x005F0634	0x5f1434	0x105f1434	"_-;_-* "-"\ "
0x005F0652	0x5f1452	0x105f1452	"_-;_-@_-
0x005F0668	0x5f1468	0x105f1468	_-* #,##0.00\ "
0x005F0688	0x5f1488	0x105f1488	"_-;\-* #,##0.00\ "
0x005F06B0	0x5f14b0	0x105f14b0	"_-;_-* "-"??\ "
0x005F06D2	0x5f14d2	0x105f14d2	"_-;_-@_-
0x005F06E8	0x5f14e8	0x105f14e8	_-* #,##0\ "
0x005F0702	0x5f1502	0x105f1502	"_-;\-* #,##0\ "
0x005F0724	0x5f1524	0x105f1524	"_-;_-* "-"\ "
0x005F0742	0x5f1542	0x105f1542	"_-;_-@_-
0x005F0758	0x5f1558	0x105f1558	_-* #,##0.00\ "z
0x005F077A	0x5f157a	0x105f157a	"_-;\-* #,##0.00\ "z
0x005F07A4	0x5f15a4	0x105f15a4	"_-;_-* "-"??\ "z
0x005F07C8	0x5f15c8	0x105f15c8	"_-;_-@_-
0x005F07E0	0x5f15e0	0x105f15e0	_-* #,##0\ "z
0x005F07FC	0x5f15fc	0x105f15fc	"_-;\-* #,##0\ "z
0x005F0820	0x5f1620	0x105f1620	"_-;_-* "-"\ "z
0x005F0840	0x5f1640	0x105f1640	"_-;_-@_-
0x005F0860	0x5f1660	0x105f1660	"\ * #,##0.00_-;\-"
0x005F0888	0x5f1688	0x105f1688	"\ * #,##0.00_-;_-"
0x005F08B0	0x5f16b0	0x105f16b0	"\ * "-"??_-;_-@_-
0x005F08E0	0x5f16e0	0x105f16e0	"\ * #,##0_-;\-"
0x005F0902	0x5f1702	0x105f1702	"\ * #,##0_-;_-"
0x005F0924	0x5f1724	0x105f1724	"\ * "-"_-;_-@_-
0x005F0948	0x5f1748	0x105f1748	_-* #,##0.00\ "kr"_-;\-* #,##0.00\ "kr"_-;_-* "-"??\ "kr"_-;_-@_-
0x005F09D0	0x5f17d0	0x105f17d0	_-* #,##0\ "kr"_-;\-* #,##0\ "kr"_-;_-* "-"\ "kr"_-;_-@_-
0x005F0A58	0x5f1858	0x105f1858	_-* #,##0.00\ "CHF"_-;\-* #,##0.00\ "CHF"_-;_-* "-"??\ "CHF"_-;_-@_-
0x005F0AE8	0x5f18e8	0x105f18e8	_-* #,##0\ "CHF"_-;\-* #,##0\ "CHF"_-;_-* "-"\ "CHF"_-;_-@_-
0x005F0B80	0x5f1980	0x105f1980	"* #,##0.00_-;\-"
0x005F0BA4	0x5f19a4	0x105f19a4	"* #,##0.00_-;_-"
0x005F0BC8	0x5f19c8	0x105f19c8	"* "-"??_-;_-@_-
0x005F0BF8	0x5f19f8	0x105f19f8	"* #,##0_-;\-"
0x005F0C16	0x5f1a16	0x105f1a16	&"* #,##0_-;_-"
0x005F0C36	0x5f1a36	0x105f1a36	"* "-"_-;_-@_-
0x005F0C70	0x5f1a70	0x105f1a70	"* #,##0.00_-;\-"
0x005F0C94	0x5f1a94	0x105f1a94	"* #,##0.00_-;_-"
0x005F0CB8	0x5f1ab8	0x105f1ab8	"* "-"??_-;_-@_-
0x005F0CE8	0x5f1ae8	0x105f1ae8	"* #,##0_-;\-"
0x005F0D06	0x5f1b06	0x105f1b06	"* #,##0_-;_-"
0x005F0D24	0x5f1b24	0x105f1b24	"* "-"_-;_-@_-
0x005F0D58	0x5f1b58	0x105f1b58	_ * #,##0.00_ ;_ * \-#,##0.00_ ;_ * "-"??_ ;_ @_ 
0x005F0DC0	0x5f1bc0	0x105f1bc0	_ * #,##0_ ;_ * \-#,##0_ ;_ * "-"_ ;_ @_ 
0x005F0E20	0x5f1c20	0x105f1c20	"* #,##0.00_ ;_ "
0x005F0E44	0x5f1c44	0x105f1c44	"* \-#,##0.00_ ;_ "
0x005F0E6C	0x5f1c6c	0x105f1c6c	"* "-"??_ ;_ @_ 
0x005F0E98	0x5f1c98	0x105f1c98	"* #,##0_ ;_ "
0x005F0EB6	0x5f1cb6	0x105f1cb6	"* \-#,##0_ ;_ "
0x005F0ED8	0x5f1cd8	0x105f1cd8	"* "-"_ ;_ @_ 
0x005F0F00	0x5f1d00	0x105f1d00	"\ * #,##0.00_ ;_ "
0x005F0F28	0x5f1d28	0x105f1d28	"\ * \-#,##0.00_ ;_ "
0x005F0F54	0x5f1d54	0x105f1d54	"\ * "-"??_ ;_ @_ 
0x005F0F88	0x5f1d88	0x105f1d88	"\ * #,##0_ ;_ "
0x005F0FAA	0x5f1daa	0x105f1daa	"\ * \-#,##0_ ;_ "
0x005F0FD0	0x5f1dd0	0x105f1dd0	"\ * "-"_ ;_ @_ 
0x005F1018	0x5f1e18	0x105f1e18	"* #,##0.00_-;\-"
0x005F103C	0x5f1e3c	0x105f1e3c	"* #,##0.00_-;_-"
0x005F1060	0x5f1e60	0x105f1e60	"* "-"??_-;_-@_-
0x005F1090	0x5f1e90	0x105f1e90	"* #,##0_-;\-"
0x005F10AE	0x5f1eae	0x105f1eae	"* #,##0_-;_-"
0x005F10CC	0x5f1ecc	0x105f1ecc	"* "-"_-;_-@_-
0x005F1140	0x5f1f40	0x105f1f40	_-"$"* #,##0.00_-;\-"$"* #,##0.00_-;_-"$"* "-"??_-;_-@_-
0x005F11B8	0x5f1fb8	0x105f1fb8	_-"$"* #,##0_-;\-"$"* #,##0_-;_-"$"* "-"_-;_-@_-
0x005F1238	0x5f2038	0x105f2038	"* #,##0.00_ ;_ "
0x005F125C	0x5f205c	0x105f205c	"* \-#,##0.00_ ;_ "
0x005F1284	0x5f2084	0x105f2084	"* "-"??_ ;_ @_ 
0x005F12B0	0x5f20b0	0x105f20b0	"* #,##0_ ;_ "
0x005F12CE	0x5f20ce	0x105f20ce	"* \-#,##0_ ;_ "
0x005F12F0	0x5f20f0	0x105f20f0	"* "-"_ ;_ @_ 
0x005F1310	0x5f2110	0x105f2110	_-* #,##0.00\ "kr."_-;\-* #,##0.00\ "kr."_-;_-* "-"??\ "kr."_-;_-@_-
0x005F13A0	0x5f21a0	0x105f21a0	_-* #,##0\ "kr."_-;\-* #,##0\ "kr."_-;_-* "-"\ "kr."_-;_-@_-
0x005F1420	0x5f2220	0x105f2220	_-"kr"\ * #,##0.00_-;\-"kr"\ * #,##0.00_-;_-"kr"\ * "-"??_-;_-@_-
0x005F14A8	0x5f22a8	0x105f22a8	_-"kr"\ * #,##0_-;\-"kr"\ * #,##0_-;_-"kr"\ * "-"_-;_-@_-
0x005F1548	0x5f2348	0x105f2348	"* #,##0.00_-;\-"
0x005F156C	0x5f236c	0x105f236c	"* #,##0.00_-;_-"
0x005F1590	0x5f2390	0x105f2390	"* "-"??_-;_-@_-
0x005F15C0	0x5f23c0	0x105f23c0	"* #,##0_-;\-"
0x005F15DE	0x5f23de	0x105f23de	"* #,##0_-;_-"
0x005F15FC	0x5f23fc	0x105f23fc	"* "-"_-;_-@_-
0x005F1628	0x5f2428	0x105f2428	"* #,##0.00_-;\-"
0x005F164C	0x5f244c	0x105f244c	"* #,##0.00_-;_-"
0x005F1670	0x5f2470	0x105f2470	"* "-"??_-;_-@_-
0x005F16A0	0x5f24a0	0x105f24a0	"* #,##0_-;\-"
0x005F16BE	0x5f24be	0x105f24be	"* #,##0_-;_-"
0x005F16DC	0x5f24dc	0x105f24dc	"* "-"_-;_-@_-
0x005F1700	0x5f2500	0x105f2500	_-"R$"* #,##0.00_-;\-"R$"* #,##0.00_-;_-"R$"* "-"??_-;_-@_-
0x005F1778	0x5f2578	0x105f2578	_-"R$"* #,##0_-;\-"R$"* #,##0_-;_-"R$"* "-"_-;_-@_-
0x005F1808	0x5f2608	0x105f2608	_-"$"\ * #,##0.00_-;\-"$"\ * #,##0.00_-;_-"$"\ * "-"??_-;_-@_-
0x005F1888	0x5f2688	0x105f2688	_-"$"\ * #,##0_-;\-"$"\ * #,##0_-;_-"$"\ * "-"_-;_-@_-
0x005F1910	0x5f2710	0x105f2710	_-"RM"* #,##0.00_-;\-"RM"* #,##0.00_-;_-"RM"* "-"??_-;_-@_-
0x005F1988	0x5f2788	0x105f2788	_-"RM"* #,##0_-;\-"RM"* #,##0_-;_-"RM"* "-"_-;_-@_-
0x005F1A00	0x5f2800	0x105f2800	_-"NT$"* #,##0.00_-;\-"NT$"* #,##0.00_-;_-"NT$"* "-"??_-;_-@_-
0x005F1A80	0x5f2880	0x105f2880	_-"NT$"* #,##0_-;\-"NT$"* #,##0_-;_-"NT$"* "-"_-;_-@_-
0x005F1B10	0x5f2910	0x105f2910	"* #,##0.00_-;\-"
0x005F1B34	0x5f2934	0x105f2934	"* #,##0.00_-;_-"
0x005F1B58	0x5f2958	0x105f2958	"* "-"??_-;_-@_-
0x005F1B88	0x5f2988	0x105f2988	"* #,##0_-;\-"
0x005F1BA6	0x5f29a6	0x105f29a6	"* #,##0_-;_-"
0x005F1BC4	0x5f29c4	0x105f29c4	"* "-"_-;_-@_-
0x005F1BE8	0x5f29e8	0x105f29e8	_-* #,##0.00\ "lei"_-;\-* #,##0.00\ "lei"_-;_-* "-"??\ "lei"_-;_-@_-
0x005F1C78	0x5f2a78	0x105f2a78	_-* #,##0\ "lei"_-;\-* #,##0\ "lei"_-;_-* "-"\ "lei"_-;_-@_-
0x005F1CF8	0x5f2af8	0x105f2af8	_-* #,##0.00\ "
0x005F1D1A	0x5f2b1a	0x105f2b1a	."_-;\-* #,##0.00\ "
0x005F1D46	0x5f2b46	0x105f2b46	."_-;_-* "-"??\ "
0x005F1D6C	0x5f2b6c	0x105f2b6c	."_-;_-@_-
0x005F1D88	0x5f2b88	0x105f2b88	_-* #,##0\ "
0x005F1DA4	0x5f2ba4	0x105f2ba4	."_-;\-* #,##0\ "
0x005F1DCA	0x5f2bca	0x105f2bca	."_-;_-* "-"\ "
0x005F1DEC	0x5f2bec	0x105f2bec	."_-;_-@_-
0x005F1E08	0x5f2c08	0x105f2c08	_-* #,##0.00\ "K
0x005F1E2A	0x5f2c2a	0x105f2c2a	"_-;\-* #,##0.00\ "K
0x005F1E54	0x5f2c54	0x105f2c54	"_-;_-* "-"??\ "K
0x005F1E78	0x5f2c78	0x105f2c78	"_-;_-@_-
0x005F1E90	0x5f2c90	0x105f2c90	_-* #,##0\ "K
0x005F1EAC	0x5f2cac	0x105f2cac	"_-;\-* #,##0\ "K
0x005F1ED0	0x5f2cd0	0x105f2cd0	"_-;_-* "-"\ "K
0x005F1EF0	0x5f2cf0	0x105f2cf0	"_-;_-@_-
0x005F1F08	0x5f2d08	0x105f2d08	_-* #,##0.00\ "
0x005F1F2C	0x5f2d2c	0x105f2d2c	."_-;\-* #,##0.00\ "
0x005F1F5A	0x5f2d5a	0x105f2d5a	."_-;_-* "-"??\ "
0x005F1F82	0x5f2d82	0x105f2d82	."_-;_-@_-
0x005F1F98	0x5f2d98	0x105f2d98	_-* #,##0\ "
0x005F1FB6	0x5f2db6	0x105f2db6	."_-;\-* #,##0\ "
0x005F1FDE	0x5f2dde	0x105f2dde	."_-;_-* "-"\ "
0x005F2002	0x5f2e02	0x105f2e02	."_-;_-@_-
0x005F2018	0x5f2e18	0x105f2e18	_-* #,##0.00\ "Ft"_-;\-* #,##0.00\ "Ft"_-;_-* "-"??\ "Ft"_-;_-@_-
0x005F20A0	0x5f2ea0	0x105f2ea0	_-* #,##0\ "Ft"_-;\-* #,##0\ "Ft"_-;_-* "-"\ "Ft"_-;_-@_-
0x005F2118	0x5f2f18	0x105f2f18	_-* #,##0.00\ "
0x005F213C	0x5f2f3c	0x105f2f3c	"_-;\-* #,##0.00\ "
0x005F2168	0x5f2f68	0x105f2f68	"_-;_-* "-"??\ "
0x005F218E	0x5f2f8e	0x105f2f8e	"_-;_-@_-
0x005F21A8	0x5f2fa8	0x105f2fa8	_-* #,##0\ "
0x005F21C6	0x5f2fc6	0x105f2fc6	"_-;\-* #,##0\ "
0x005F21EC	0x5f2fec	0x105f2fec	"_-;_-* "-"\ "
0x005F220E	0x5f300e	0x105f300e	"_-;_-@_-
0x005F2238	0x5f3038	0x105f3038	_ "$"* #,##0.00_ ;_ "$"* \-#,##0.00_ ;_ "$"* "-"??_ ;_ @_ 
0x005F22B0	0x5f30b0	0x105f30b0	_ "$"* #,##0_ ;_ "$"* \-#,##0_ ;_ "$"* "-"_ ;_ @_ 
0x005F2318	0x5f3118	0x105f3118	_-"Rp"* #,##0.00_-;\-"Rp"* #,##0.00_-;_-"Rp"* "-"??_-;_-@_-
0x005F2390	0x5f3190	0x105f3190	_-"Rp"* #,##0_-;\-"Rp"* #,##0_-;_-"Rp"* "-"_-;_-@_-
0x005F2410	0x5f3210	0x105f3210	"\ * #,##0.00_ ;_ "
0x005F2438	0x5f3238	0x105f3238	"\ * \-#,##0.00_ ;_ "
0x005F2464	0x5f3264	0x105f3264	"\ * "-"??_ ;_ @_ 
0x005F2498	0x5f3298	0x105f3298	"\ * #,##0_ ;_ "
0x005F24BA	0x5f32ba	0x105f32ba	"\ * \-#,##0_ ;_ "
0x005F24E0	0x5f32e0	0x105f32e0	"\ * "-"_ ;_ @_ 
0x005F2508	0x5f3308	0x105f3308	_-"R"* #,##0.00_-;\-"R"* #,##0.00_-;_-"R"* "-"??_-;_-@_-
0x005F2580	0x5f3380	0x105f3380	_-"R"* #,##0_-;\-"R"* #,##0_-;_-"R"* "-"_-;_-@_-
0x005F25E4	0x5f33e4	0x105f33e4	libxl
0x005F3650	0x5f4450	0x105f4450	Workbook
0x005F3664	0x5f4464	0x105f4464	Book
0x005F3670	0x5f4470	0x105f4470	EncryptionInfo
0x005F36B8	0x5f44b8	0x105f44b8	Root Entry
0x005F4084	0x5f4e84	0x105f4e84	file%u
0x005F40F0	0x5f4ef0	0x105f4ef0	ZipArchive Mapping File
0x005F4144	0x5f4f44	0x105f4f44	Read-only file system.
0x005F4174	0x5f4f74	0x105f4f74	Illegal seek.
0x005F4190	0x5f4f90	0x105f4f90	No space left on device.
0x005F41C4	0x5f4fc4	0x105f4fc4	File too large.
0x005F41E4	0x5f4fe4	0x105f4fe4	Too many open files.
0x005F4210	0x5f5010	0x105f5010	File table overflow.
0x005F423C	0x5f503c	0x105f503c	Invalid argument.
0x005F4260	0x5f5060	0x105f5060	Is a directory.
0x005F4280	0x5f5080	0x105f5080	Not a directory.
0x005F42A4	0x5f50a4	0x105f50a4	No such device.
0x005F42C4	0x5f50c4	0x105f50c4	Cross-device link.
0x005F42EC	0x5f50ec	0x105f50ec	File exists.
0x005F4308	0x5f5108	0x105f5108	Bad address.
0x005F4324	0x5f5124	0x105f5124	Permission denied.
0x005F434C	0x5f514c	0x105f514c	Not enough space.
0x005F4370	0x5f5170	0x105f5170	Bad file number.
0x005F4394	0x5f5194	0x105f5194	No such device or address.
0x005F43CC	0x5f51cc	0x105f51cc	I/O error.
0x005F43E4	0x5f51e4	0x105f51e4	Interrupted system call.
0x005F4418	0x5f5218	0x105f5218	No such file or directory.
0x005F4450	0x5f5250	0x105f5250	Not super-user.
0x005F4470	0x5f5270	0x105f5270	Damaged or not a zip file.
0x005F44A8	0x5f52a8	0x105f52a8	Crc is mismatched.
0x005F44D0	0x5f52d0	0x105f52d0	There is no spanned archive callback object set.
0x005F4538	0x5f5338	0x105f5338	The volume size was not defined for a split archive.
0x005F45A8	0x5f53a8	0x105f53a8	Volume change aborted in a segmented archive.
0x005F4604	0x5f5404	0x105f5404	Action aborted.
0x005F4624	0x5f5424	0x105f5424	Action aborted safely.
0x005F4658	0x5f5458	0x105f5458	The device selected for the spanned archive is not removable.
0x005F46D8	0x5f54d8	0x105f54d8	The limit of the maximum number of volumes has been reached.
0x005F4758	0x5f5558	0x105f5558	The limit of the maximum number of files in an archive has been reached.
0x005F47F0	0x5f55f0	0x105f55f0	The filename, the comment or local or central extra field of the file added to the archive is too long.
0x005F48C0	0x5f56c0	0x105f56c0	The file size is too large to be supported.
0x005F4918	0x5f5718	0x105f5718	An incorrect password set for the file being decrypted.
0x005F4988	0x5f5788	0x105f5788	The directory with a non-zero size found while testing.
0x005F49F8	0x5f57f8	0x105f57f8	An internal error.
0x005F4A20	0x5f5820	0x105f5820	A file error occurred
0x005F4A4C	0x5f584c	0x105f584c	%s (%s).
0x005F4A60	0x5f5860	0x105f5860	Error while removing a file
0x005F4A98	0x5f5898	0x105f5898	Error while renaming a file
0x005F4AD0	0x5f58d0	0x105f58d0	Cannot create a file for the specified platform.
0x005F4B38	0x5f5938	0x105f5938	The central directory was not found in the archive (or you were trying to open not the last volume of a segmented archive).
0x005F4C30	0x5f5a30	0x105f5a30	The Zip64 central directory signature was not found in the archive where expected.
0x005F4CD8	0x5f5ad8	0x105f5ad8	The number of bytes before a zip archive must be zero in the Zip64 format.
0x005F4D70	0x5f5b70	0x105f5b70	Mismatched authentication code in WinZip AEC decrypted data.
0x005F4DF0	0x5f5bf0	0x105f5bf0	The Zip64 format has not been enabled for the library, but is required to use the archive.
0x005F4EA8	0x5f5ca8	0x105f5ca8	WinZip AES encryption has not been enabled for the library, but is required to decompress the archive.
0x005F4F78	0x5f5d78	0x105f5d78	The collection is empty and the bounds do not exist.
0x005F4FE8	0x5f5de8	0x105f5de8	Zlib library error (end of stream).
0x005F5030	0x5f5e30	0x105f5e30	Zlib library error (stream error).
0x005F5078	0x5f5e78	0x105f5e78	Zlib library error (data error).
0x005F50BC	0x5f5ebc	0x105f5ebc	Not enough memory.
0x005F50E8	0x5f5ee8	0x105f5ee8	Zlib library error (buffer error).
0x005F5130	0x5f5f30	0x105f5f30	Zlib library error (version error).
0x005F5178	0x5f5f78	0x105f5f78	Bzlib library sequence error.
0x005F51B8	0x5f5fb8	0x105f5fb8	Bzlib library parameters error.
0x005F51F8	0x5f5ff8	0x105f5ff8	Bzlib library memory error.
0x005F5230	0x5f6030	0x105f6030	Bzlib library data error.
0x005F5268	0x5f6068	0x105f6068	Bzlib library error (invalid magic value).
0x005F52C0	0x5f60c0	0x105f60c0	Bzlib library IO error.
0x005F52F0	0x5f60f0	0x105f60f0	Bzlib library error (unexpected EOF).
0x005F5340	0x5f6140	0x105f6140	Bzlib library error (buffer full).
0x005F5388	0x5f6188	0x105f6188	Bzlib library configuration error.
0x005F53D0	0x5f61d0	0x105f61d0	Bzlib library internal error.
0x005F540C	0x5f620c	0x105f620c	Unspecified error
0x005F5438	0x5f6238	0x105f6238	\\?\unc\
0x005F5458	0x5f6258	0x105f6258	XXXXXX
0x005F54A0	0x5f62a0	0x105f62a0	z%.2u
0x005F54C8	0x5f62c8	0x105f62c8	%.3u
0x005F54E4	0x5f62e4	0x105f62e4	pkback# %.3d
0x005F9B38	0x5fa938	0x105fa938	#+3;CScs
0x005F9BAC	0x5fa9ac	0x105fa9ac	!1Aa
0x005FAA10	0x5fb810	0x105fb810	Consolidate_Area
0x005FAA34	0x5fb834	0x105fb834	Auto_Open
0x005FAA48	0x5fb848	0x105fb848	Auto_Close
0x005FAA60	0x5fb860	0x105fb860	Extract
0x005FAA70	0x5fb870	0x105fb870	Database
0x005FAA84	0x5fb884	0x105fb884	Criteria
0x005FAA98	0x5fb898	0x105fb898	Print_Area
0x005FAAB0	0x5fb8b0	0x105fb8b0	Print_Titles
0x005FAACC	0x5fb8cc	0x105fb8cc	Recorder
0x005FAAE0	0x5fb8e0	0x105fb8e0	Data_Form
0x005FAAF4	0x5fb8f4	0x105fb8f4	Auto_Activate
0x005FAB10	0x5fb910	0x105fb910	Auto_Deactivate
0x005FAB30	0x5fb930	0x105fb930	Sheet_Title
0x005FAB48	0x5fb948	0x105fb948	_FilterDatabase
0x005FAFA0	0x5fbda0	0x105fbda0	uPercent
0x005FAFDE	0x5fbdde	0x105fbdde	nptgRange
0x005FB1EC	0x5fbfec	0x105fbfec	MISS
0x005FB204	0x5fc004	0x105fc004	SUM1F
0x005FB218	0x5fc018	0x105fc018	NOMEM
0x005FC9C0	0x5fd7c0	0x105fd7c0	AZaz
0x005FE8E0	0x5ff6e0	0x105ff6e0	!#%*,/:;?@[]__{{}}
0x005FEA40	0x5ff840	0x105ff840	))]]}}
0x005FEB40	0x5ff940	0x105ff940	!#%'**,,./:;?@\\
0x005FEC70	0x5ffa70	0x105ffa70	(([[{{
0x005FED78	0x5ffb78	0x105ffb78	$$++<>^^``||~~
0x005FF030	0x5ffe30	0x105ffe30	^^``
0x005FF088	0x5ffe88	0x105ffe88	++<>||~~
0x005FFD28	0x600b28	0x10600b28	DAYS
0x005FFDC8	0x600bc8	0x10600bc8	SUM1
0x0060014C	0x600f4c	0x10600f4c	tiff
0x0060079C	0x60159c	0x1060159c	%.17g
0x006007A8	0x6015a8	0x106015a8	%.15g
0x006007BC	0x6015bc	0x106015bc	true
0x006007C8	0x6015c8	0x106015c8	false
0x00600848	0x601648	0x10601648	#NAME!
0x00600858	0x601658	0x10601658	#NA!
0x00600864	0x601664	0x10601664	#NOERROR!
0x00600948	0x601748	0x10601748	Picture 
0x0060095C	0x60175c	0x1060175c	rect
0x00600A74	0x601874	0x10601874	jpeg
0x00600A94	0x601894	0x10601894	image/png
0x00600AA8	0x6018a8	0x106018a8	image/jpeg
0x00600AC0	0x6018c0	0x106018c0	image/x-wmf
0x00600AD8	0x6018d8	0x106018d8	image/bmp
0x00600AEC	0x6018ec	0x106018ec	image/x-emf
0x00600B04	0x601904	0x10601904	image/gif
0x00600B18	0x601918	0x10601918	image/tiff
0x00600B30	0x601930	0x10601930	image/svg+xml
0x00600B8C	0x60198c	0x1060198c	External
0x00600BA0	0x6019a0	0x106019a0	http://schemas.openxmlformats.org/officeDocument/2006/relationships/hyperlink
0x00600DF0	0x601bf0	0x10601bf0	none
0x00600DFC	0x601bfc	0x10601bfc	gray125
0x00600E0C	0x601c0c	0x10601c0c	Calibri
0x00600E1C	0x601c1c	0x10601c1c	Normal
0x00600E9C	0x601c9c	0x10601c9c	dashDot
0x00600EAC	0x601cac	0x10601cac	dashDotDot
0x00600EC4	0x601cc4	0x10601cc4	dashed
0x00600ED4	0x601cd4	0x10601cd4	dotted
0x00600EE4	0x601ce4	0x10601ce4	double
0x00600EF4	0x601cf4	0x10601cf4	hair
0x00600F00	0x601d00	0x10601d00	medium
0x00600F10	0x601d10	0x10601d10	mediumDashDot
0x00600F2C	0x601d2c	0x10601d2c	mediumDashDotDot
0x00600F50	0x601d50	0x10601d50	mediumDashed
0x00600F6C	0x601d6c	0x10601d6c	slantDashDot
0x00600F88	0x601d88	0x10601d88	thick
0x00600F94	0x601d94	0x10601d94	thin
0x00601020	0x601e20	0x10601e20	application/vnd.openxmlformats-officedocument.extended-properties+xml
0x006010B0	0x601eb0	0x10601eb0	application/vnd.openxmlformats-package.core-properties+xml
0x00601128	0x601f28	0x10601f28	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet.main+xml
0x006011C0	0x601fc0	0x10601fc0	application/vnd.ms-excel.sheet.macroEnabled.main+xml
0x00601230	0x602030	0x10602030	application/vnd.openxmlformats-package.relationships+xml
0x006012A8	0x6020a8	0x106020a8	application/vnd.openxmlformats-officedocument.spreadsheetml.styles+xml
0x00601338	0x602138	0x10602138	application/vnd.openxmlformats-officedocument.spreadsheetml.worksheet+xml
0x006013D0	0x6021d0	0x106021d0	application/vnd.openxmlformats-officedocument.spreadsheetml.chartsheet+xml
0x00601468	0x602268	0x10602268	application/vnd.openxmlformats-officedocument.drawing+xml
0x006014E0	0x6022e0	0x106022e0	application/vnd.openxmlformats-officedocument.spreadsheetml.sharedStrings+xml
0x00601580	0x602380	0x10602380	application/vnd.openxmlformats-officedocument.spreadsheetml.printerSettings
0x00601618	0x602418	0x10602418	application/vnd.openxmlformats-officedocument.theme+xml
0x00601688	0x602488	0x10602488	application/vnd.openxmlformats-officedocument.spreadsheetml.table+xml
0x00601718	0x602518	0x10602518	application/vnd.openxmlformats-officedocument.spreadsheetml.comments+xml
0x006017B0	0x6025b0	0x106025b0	application/vnd.ms-excel.controlproperties+xml
0x00601DCC	0x602bcc	0x10602bcc	/xl/_rels/workbook.xml.rels
0x00601E04	0x602c04	0x10602c04	xl/workbook.xml
0x00601E28	0x602c28	0x10602c28	http://schemas.openxmlformats.org/officeDocument/2006/relationships/officeDocument
0x00601ED0	0x602cd0	0x10602cd0	/_rels/.rels
0x00601EEC	0x602cec	0x10602cec	/workbook.xml
0x00601F08	0x602d08	0x10602d08	rels
0x00601F14	0x602d14	0x10602d14	application/xml
0x00601F3C	0x602d3c	0x10602d3c	/xl/workbook.xml
0x00601F60	0x602d60	0x10602d60	/[Content_Types].xml
0x00601FC0	0x602dc0	0x10602dc0	application/vnd.openxmlformats-officedocument.spreadsheetml.template.main+xml
0x00602060	0x602e60	0x10602e60	application/vnd.ms-excel.template.macroEnabled.main+xml
0x006020D0	0x602ed0	0x10602ed0	image
0x00602158	0x602f58	0x10602f58	http://schemas.openxmlformats.org/officeDocument/2006/relationships/sharedStrings
0x00602200	0x603000	0x10603000	http://purl.oclc.org/ooxml/officeDocument/relationships/sharedStrings
0x00602290	0x603090	0x10603090	http://schemas.openxmlformats.org/officeDocument/2006/relationships/theme
0x00602328	0x603128	0x10603128	http://schemas.openxmlformats.org/officeDocument/2006/relationships/styles
0x006023C0	0x6031c0	0x106031c0	http://purl.oclc.org/ooxml/officeDocument/relationships/styles
0x006024F8	0x6032f8	0x106032f8	.xlsx
0x00602504	0x603304	0x10603304	.xltx
0x00602510	0x603310	0x10603310	.xlsm
0x0060251C	0x60331c	0x1060331c	.xltm
0x0060254C	0x60334c	0x1060334c	libxl-
0x0060255C	0x60335c	0x1060335c	.tmp
0x006025D0	0x6033d0	0x106033d0	http://schemas.openxmlformats.org/officeDocument/2006/relationships/worksheet
0x00602696	0x603496	0x10603496	evisible
0x006026B0	0x6034b0	0x106034b0	Good
0x006026BC	0x6034bc	0x106034bc	Neutral
0x006026CC	0x6034cc	0x106034cc	Calculation
0x006026E4	0x6034e4	0x106034e4	Check Cell
0x006026FC	0x6034fc	0x106034fc	Explanatory Text
0x00602720	0x603520	0x10603520	Input
0x0060272C	0x60352c	0x1060352c	Output
0x0060273C	0x60353c	0x1060353c	Hyperlink
0x00602750	0x603550	0x10603550	Note
0x0060275C	0x60355c	0x1060355c	Warning Text
0x00602778	0x603578	0x10603578	Linked Cell
0x00602790	0x603590	0x10603590	Calibri Light
0x006027AC	0x6035ac	0x106035ac	Title
0x006027B8	0x6035b8	0x106035b8	Heading 1
0x006027CC	0x6035cc	0x106035cc	Heading 2
0x006027E0	0x6035e0	0x106035e0	Heading 3
0x006027F4	0x6035f4	0x106035f4	Heading 4
0x00602808	0x603608	0x10603608	Total
0x00602814	0x603614	0x10603614	20% - Accent1
0x00602830	0x603630	0x10603630	40% - Accent1
0x0060284C	0x60364c	0x1060364c	60% - Accent1
0x00602868	0x603668	0x10603668	Accent1
0x00602878	0x603678	0x10603678	20% - Accent2
0x00602894	0x603694	0x10603694	40% - Accent2
0x006028B0	0x6036b0	0x106036b0	60% - Accent2
0x006028CC	0x6036cc	0x106036cc	Accent2
0x006028DC	0x6036dc	0x106036dc	20% - Accent3
0x006028F8	0x6036f8	0x106036f8	40% - Accent3
0x00602914	0x603714	0x10603714	60% - Accent3
0x00602930	0x603730	0x10603730	Accent3
0x00602940	0x603740	0x10603740	20% - Accent4
0x0060295C	0x60375c	0x1060375c	40% - Accent4
0x00602978	0x603778	0x10603778	60% - Accent4
0x00602994	0x603794	0x10603794	Accent4
0x006029A4	0x6037a4	0x106037a4	20% - Accent5
0x006029C0	0x6037c0	0x106037c0	40% - Accent5
